date,dailyCases,dailyDeaths,dailyHosp,Population,peak
2021-03-10,518.857142857143,19.8571428571429,61.7142857142857,8799800,NA
2021-03-11,510,19.7142857142857,55.8571428571429,8799800,NA
2021-03-12,511.857142857143,16.5714285714286,52.5714285714286,8799800,NA
2021-03-13,507.142857142857,15.4285714285714,52.4285714285714,8799800,NA
2021-03-14,499.571428571429,13.5714285714286,50,8799800,NA
2021-03-15,504.714285714286,13.4285714285714,47.7142857142857,8799800,NA
2021-03-16,491.285714285714,12.4285714285714,44.5714285714286,8799800,NA
2021-03-17,481.571428571429,12.2857142857143,41,8799800,NA
2021-03-18,483.428571428571,10.7142857142857,39,8799800,NA
2021-03-19,472.571428571429,11,39.4285714285714,8799800,NA
2021-03-20,473.142857142857,9.71428571428571,37,8799800,NA
2021-03-21,488.428571428571,10.7142857142857,35.1428571428571,8799800,NA
2021-03-22,479.285714285714,10.1428571428571,33.8571428571429,8799800,NA
2021-03-23,474.571428571429,9.57142857142857,32.1428571428571,8799800,NA
